Sample Time,Time_x,Temperature 1,Calibrated Temperature 1,Temperature 1 Stable,Temperature 2,Calibrated Temperature 2,Temperature 2 Stable,salinity,Calibrated Salinity,Salinity Stable,pH,Calibrated pH,pH Stable,elapsed,Time_y,IMU A1,IMU A2,IMU A3,IMU G1,IMU G2,IMU G3,IMU M1,IMU M2,IMU M3,Latitude,Longitude
2018-06-01 08:28:18-07:00,954736941.0,295.0,18.438,0.0,4573.0,18.012,0.0,,,,,,,132.44,954739857.2083334,-30.25,485.7083333333333,41.208333333333336,4.166666666666667,-1.0,7.125,177.375,-26.625,493.2083333333333,,
2018-06-01 08:28:24-07:00,954742961.0,294.0,18.375,0.0,4561.0,17.965,0.0,,,,,,,138.46,954745857.125,-11.916666666666666,503.375,1.4583333333333333,-47.208333333333336,12.291666666666666,36.75,149.66666666666666,-19.25,490.4166666666667,,
2018-06-01 08:28:30-07:00,954748981.0,294.0,18.375,0.0,4567.0,17.989,0.0,,,,,,,144.48,954751856.6666666,-11.708333333333334,519.125,0.6666666666666666,-24.958333333333332,-45.083333333333336,11.208333333333334,179.75,-16.583333333333332,518.0833333333334,,
2018-06-01 08:28:36-07:00,954755000.0,293.0,18.312,0.0,4568.0,17.993,0.0,,,,,,,150.499,954757856.4583334,-21.458333333333332,498.4583333333333,51.958333333333336,13.583333333333334,-10.875,17.583333333333332,172.25,-23.333333333333332,493.8333333333333,,
2018-06-01 08:28:42-07:00,954761021.0,293.0,18.312,0.0,4572.0,18.008,0.0,,,,,,,156.52,954763856.6666666,-68.125,488.5416666666667,64.66666666666667,-37.208333333333336,-1.9583333333333333,-7.375,172.66666666666666,-29.166666666666668,484.25,,
2018-06-01 08:28:48-07:00,954767041.0,292.0,18.25,0.0,4570.0,18.0,0.0,,,,,,,162.54,954769856.4166666,-5.833333333333333,492.75,76.66666666666667,8.916666666666666,-7.958333333333333,41.166666666666664,146.45833333333334,-22.041666666666668,464.7083333333333,,
2018-06-01 08:28:54-07:00,954773060.0,292.0,18.25,0.0,4572.0,18.008,0.0,,,,,,,168.559,954775856.7083334,1.2916666666666667,496.9583333333333,40.916666666666664,-1.0,9.375,9.5,131.66666666666666,-11.5,469.3333333333333,,
2018-06-01 08:29:00-07:00,954779079.0,292.0,18.25,0.0,4568.0,17.993,0.0,,,,,,,174.578,954781857.0,-12.916666666666666,493.9583333333333,62.708333333333336,5.708333333333333,-44.125,13.958333333333334,138.79166666666666,-17.791666666666668,467.5416666666667,,
2018-06-01 08:29:06-07:00,954785100.0,292.0,18.25,0.0,4571.0,18.004,0.0,,,,,,,180.599,954787857.125,-12.541666666666666,498.2916666666667,31.666666666666668,-6.583333333333333,-15.0,20.291666666666668,141.66666666666666,-17.083333333333332,478.9166666666667,,
2018-06-01 08:29:12-07:00,954791120.0,292.0,18.25,0.0,4578.0,18.032,0.0,,,,,,,186.619,954793857.0416666,-21.583333333333332,496.25,46.958333333333336,-36.75,-3.8333333333333335,23.958333333333332,132.58333333333334,-15.25,455.5,,
2018-06-01 08:29:18-07:00,954797140.0,292.0,18.25,0.0,4598.0,18.11,0.0,,,,,,,192.639,954799856.7916666,-11.875,495.4166666666667,42.875,31.666666666666668,-26.291666666666668,9.166666666666666,134.5,-13.75,472.8333333333333,,
2018-06-01 08:29:24-07:00,954803160.0,292.0,18.25,0.0,4604.0,18.134,0.0,,,,,,,198.659,954805857.3333334,-20.375,490.9583333333333,11.0,-2.3333333333333335,-32.083333333333336,11.791666666666666,160.20833333333334,-17.208333333333332,497.5416666666667,,
2018-06-01 08:29:30-07:00,954809181.0,293.0,18.312,0.0,4598.0,18.11,0.0,,,,,,,204.68,954811855.875,-18.416666666666668,502.3333333333333,18.416666666666668,-1.2083333333333333,-8.5,23.166666666666668,164.70833333333334,-15.458333333333334,505.875,,
2018-06-01 08:29:36-07:00,954815201.0,293.0,18.312,0.0,4598.0,18.11,0.0,,,,,,,210.7,954817856.5833334,-121.54166666666667,482.75,17.041666666666668,-31.5,40.583333333333336,-24.375,176.75,-31.166666666666668,460.1666666666667,,
2018-06-01 08:29:42-07:00,954821221.0,293.0,18.312,0.0,4605.0,18.137999999999998,0.0,,,,,,,216.72,954823855.9583334,-190.375,469.2083333333333,11.083333333333334,5.125,-27.666666666666668,33.541666666666664,198.33333333333334,-43.583333333333336,430.5,,
2018-06-01 08:29:48-07:00,954827241.0,293.0,18.312,0.0,4606.0,18.142,0.0,,,,,,,222.74,954829856.7916666,-224.16666666666666,443.25,1.0416666666666667,2.0416666666666665,-28.041666666666668,28.75,233.5,-38.416666666666664,479.9166666666667,,
2018-06-01 08:29:54-07:00,954833260.0,293.0,18.312,0.0,4602.0,18.125999999999998,0.0,,,,,,,228.759,954835964.5862069,-140.13793103448276,476.58620689655174,1.896551724137931,0.4482758620689655,-23.137931034482758,30.310344827586206,189.31034482758622,-33.37931034482759,477.3103448275862,,
2018-06-01 08:30:00-07:00,954839279.0,293.0,18.312,0.0,4604.0,18.134,0.0,,,,,,,234.778,954841881.8,-29.0,500.6666666666667,7.2,-13.066666666666666,-4.933333333333334,-5.566666666666666,137.2,-14.533333333333333,480.1333333333333,,
2018-06-01 08:30:06-07:00,954845298.0,293.0,18.312,0.0,4605.0,18.137999999999998,0.0,,,,,,,240.797,954847881.3666667,-85.9,489.8,30.433333333333334,-3.433333333333333,15.4,29.7,156.56666666666666,-28.3,451.1666666666667,,
